timestamp,machine_id,load_pct,temperature_C,vibration_mm_s,cycle_time_s,error_count,energy_kWh
2024-03-01 00:00:00,LINE-1-PRESS,44.61496506231805,61.75673544376243,1.2651983347954714,11.239270864701778,0,2.4993228617889827
2024-03-01 00:00:00,LINE-2-ROBOT,56.18821910734146,63.759895523314825,1.4263898772341426,12.291394665392126,0,2.9660010943400565
2024-03-01 00:00:00,LINE-3-CONVEYOR,63.09417394162437,59.31309515899461,1.1657531229440818,11.466493085599156,0,3.353689218373518
2024-03-01 00:00:00,LINE-4-WELD,66.45943297486636,56.820205405566014,1.1896027693747828,13.442778451782054,0,3.347489889016164
2024-03-01 00:05:00,LINE-1-PRESS,42.52604528896253,49.351893021298345,1.233853512627847,12.464732891577418,1,2.1052936075135147
2024-03-01 00:05:00,LINE-2-ROBOT,70.79105277329325,44.94310069459338,1.5922424237408694,12.597068132973753,0,3.5125844241876285
2024-03-01 00:05:00,LINE-3-CONVEYOR,66.46708995339773,51.723844405308284,1.3006458496389688,11.951467480565722,0,3.0764554661721757
2024-03-01 00:05:00,LINE-4-WELD,45.445250624435005,55.03606231416818,1.1716403332897825,11.699005243396838,0,2.0604175175003068
2024-03-01 00:10:00,LINE-1-PRESS,42.040584250848255,55.50390864475116,1.73737408978113,13.863915354934086,0,2.2570532090492312
2024-03-01 00:10:00,LINE-2-ROBOT,74.05498589289783,62.77430915513568,1.4258330236626975,12.827662987289589,1,3.9473255744329223
2024-03-01 00:10:00,LINE-3-CONVEYOR,53.72963337274439,52.13090398353523,1.5370583035668972,13.565802653279292,0,2.803650252094979
2024-03-01 00:10:00,LINE-4-WELD,68.90666021187846,51.3850932669947,1.6377029196229682,12.524934422000737,0,3.3951190124715516
2024-03-01 00:15:00,LINE-1-PRESS,61.126678321077,63.81680408865022,1.7740566235981152,12.004377844000238,0,2.9529188360795815
2024-03-01 00:15:00,LINE-2-ROBOT,69.55514497434001,52.43727561161135,1.4627267990608572,12.927016030617594,1,3.636089814706049
2024-03-01 00:15:00,LINE-3-CONVEYOR,73.03160334087885,50.29875056985605,1.5904043271568453,12.268415897737523,0,3.685659307696986
2024-03-01 00:15:00,LINE-4-WELD,72.19169907026843,59.46027446884914,1.5856992957986478,13.025456350393998,0,3.5320721928369565
2024-03-01 00:20:00,LINE-1-PRESS,81.57318263574923,46.65782003885729,1.6646281938734604,11.174317760059301,0,3.872922219073059
2024-03-01 00:20:00,LINE-2-ROBOT,61.13091933032446,49.62931326380048,1.4014862996076485,12.15857936276724,0,3.1156543708352418
2024-03-01 00:20:00,LINE-3-CONVEYOR,61.314735327883355,53.029074284414946,1.3846234067047396,12.205202112079272,0,2.7531896564587877
2024-03-01 00:20:00,LINE-4-WELD,63.35048818186785,60.38086827642293,1.3901846397302366,11.816554645324826,0,3.1614852737535255
2024-03-01 00:25:00,LINE-1-PRESS,62.26597192278927,62.27614198196157,1.3479816288366395,12.579457642917863,0,3.128835782224138
2024-03-01 00:25:00,LINE-2-ROBOT,39.718686127792424,55.87574708692887,1.6089354794344224,12.915673525509566,0,2.184944394396794
2024-03-01 00:25:00,LINE-3-CONVEYOR,39.75873095531003,48.397390033152504,1.5827333504995151,12.464929524131422,0,2.1268510537335463
2024-03-01 00:25:00,LINE-4-WELD,71.18949471836355,57.35134952932243,1.5818513497225724,12.22148870246598,0,3.66845467868144
2024-03-01 00:30:00,LINE-1-PRESS,48.28675013485727,50.92994852560628,1.6273910726173917,11.989373208258696,0,2.3927459630775436
2024-03-01 00:30:00,LINE-2-ROBOT,57.252105132322356,45.74027823893944,1.6928262846977298,11.603912521250923,0,3.035661294300428
2024-03-01 00:30:00,LINE-3-CONVEYOR,41.54520400324268,50.28251815124621,1.5495570117693762,12.54790375557795,0,2.1181076924810887
