timestamp,vibration_x_mm_s,vibration_y_mm_s,temperature_C,pressure_bar,flow_rate_L_min,rpm,current_A,machine_id
2024-01-01 00:00:00,2.1457075619631647,1.695714330256226,60.00200977013173,4.231077936068123,120.66506462619529,1452.6816278095532,14.533636949041716,PUMP-A01
2024-01-01 00:06:00,2.067848662885538,1.8776132408230068,62.259529720335976,4.059214743384363,118.37608252176527,1440.4946379281425,14.65549128275355,PUMP-A01
2024-01-01 00:12:00,2.4480890650347296,2.0561503266382664,56.42388550129894,4.260143717266836,121.34494964410263,1448.200599121167,14.52997954269171,PUMP-A01
2024-01-01 00:18:00,2.565134995516381,1.9221799785106342,58.02375171144391,4.210289727399301,118.4972480856885,1454.4981532655654,14.54927601617628,PUMP-A01
2024-01-01 00:24:00,2.188077401919483,1.802658817835981,58.41974151173346,4.390956143965914,118.93688263026692,1439.9169111372573,14.539763894282428,PUMP-A01
2024-01-01 00:30:00,2.304671092131975,2.0409301768659804,59.70550524962681,4.111989155702056,118.08704285035559,1442.9991597035412,14.786232483721003,PUMP-A01
2024-01-01 00:36:00,2.4991290334438516,1.9634461529446054,59.91850789614446,4.19178703271675,122.57225657706358,1446.5261716640148,14.585459407133166,PUMP-A01
2024-01-01 00:42:00,2.3751311115649285,2.0496902973300735,58.08942544665516,4.343863016073845,121.23177294177412,1435.7118456577373,14.606561297078802,PUMP-A01
2024-01-01 00:48:00,2.3309610671021677,2.089673044310112,58.922635455685075,4.295311171223314,121.1699065910371,1445.7743901720125,14.59662418188881,PUMP-A01
2024-01-01 00:54:00,2.0934926856460097,1.8928265953256995,59.1590283746577,4.144303035873608,122.44933266192419,1451.187965399029,14.769475133553444,PUMP-A01
2024-01-01 01:00:00,2.2293914021213297,1.8910857290080878,64.18630020947951,4.217917394269876,125.57519829607664,1446.0045105841157,14.668889773400467,PUMP-A01
2024-01-01 01:06:00,2.090430416307913,2.120137219788628,63.252599955254595,4.200159948513207,116.52643757173881,1447.2862350706828,14.775747969679994,PUMP-A01
2024-01-01 01:12:00,1.8723524093191748,1.9675585323130536,59.982130650477174,4.222556469391533,118.46312659776483,1449.8009832909343,14.58997747174837,PUMP-A01
2024-01-01 01:18:00,1.9435659496223412,1.6823204455578666,60.10408736931681,4.1441055651212135,118.70251957112991,1443.4425653756768,14.534450402329584,PUMP-A01
2024-01-01 01:24:00,1.7886291048490934,2.037315080182747,58.97529863051614,4.192854367783942,118.22822047467349,1456.9106256586688,14.666865535817251,PUMP-A01
2024-01-01 01:30:00,1.5711239669977821,1.923771326719444,57.88648113762389,4.072155809977863,117.76968320419137,1464.3597812480177,14.603661097537005,PUMP-A01
2024-01-01 01:36:00,1.776154411965057,1.7501354291484472,60.622853441593854,4.210809876149447,119.32053355124799,1445.3561960780455,14.740572050047225,PUMP-A01
2024-01-01 01:42:00,1.6350956826037129,1.6212209142357088,59.35081257315396,4.236001653873747,117.48162222873984,1454.8519823147772,14.763827022673498,PUMP-A01
2024-01-01 01:48:00,2.000335703824372,1.82371597461496,60.76964647894151,4.18180644698849,120.57990437435338,1447.6038284456536,14.641772053272122,PUMP-A01
2024-01-01 01:54:00,1.973463656455058,1.7122433603475562,58.54585517996153,4.070795928753217,120.00820626209571,1453.6548734503851,14.791407707225652,PUMP-A01
2024-01-01 02:00:00,2.0773071338675937,1.907748127435833,59.85234894794901,4.279082549028117,120.86185692872571,1465.6577953120325,14.665903901903322,PUMP-A01
2024-01-01 02:06:00,2.1264860338612075,1.6301098537808791,61.26729803070704,4.229162003039424,120.91024648243481,1455.086595430181,14.581276118015893,PUMP-A01
2024-01-01 02:12:00,2.5229547899881117,1.591898876830638,61.64261368290607,4.1419187921839224,121.0957932659716,1432.2658546119033,14.646692654603282,PUMP-A01
2024-01-01 02:18:00,2.4037978499379724,1.500086743322364,61.76833935517516,4.177551964252955,119.13795166543038,1454.5399563144697,14.511193087720878,PUMP-A01
2024-01-01 02:24:00,2.4179976181509115,1.6028294108739565,59.21011540124949,4.079946447777453,124.12204632430542,1462.32863743309,14.74120034807892,PUMP-A01
2024-01-01 02:30:00,2.4471304224417407,1.5750236014724794,62.52147537145151,4.117967189777768,120.3436117319622,1447.784038300019,14.530430515256326,PUMP-A01
2024-01-01 02:36:00,2.558194787588172,1.6560871342746852,60.08760268920203,4.156975092291429,116.14476997370832,1459.9563480611782,14.592624546550901,PUMP-A01
2024-01-01 02:42:00,2.4743802375582726,1.4596491602409942,62.285551256213154,4.298273664982412,117.8599779673854,1443.0988445884805,14.669594964101483,PUMP-A01
